,date,text,Google compound,Google positive,Google negative,Google neutral
0,2019-05-10 10:00:00,"A recent run-up in the bitcoin price has been credited to a string of events: the US-China trade war, determined monetary easing by central banks, price. As Bitcoin continues to set new 2019 high after high, altcoins across the crypto market continue to bleed out, with many setting new lows relative to their. What does the future hold for Bitcoin Cash (BCH)? We project Bitcoin Cash potential to go up or down in our BCH price forecast for 2020, 2023 ... Analysts from financial advisory firm Canaccord Genuity predict bitcoin to hit $20000 by 2021, based on past market trends. Crypto wallet firm Curv has obtained up to $50 million of insurance coverage for institutional customers from Munich Re. Bitcoin is seeing the biggest gains over the top 20 coins by market cap, breaking the highs of November 2018. The $400000 prediction seems unrealistic after Bitcoin's crash in 2018, but (almost) everyone thought the same about $400 back in the day. Analysts predict that bitcoin's price will return to its $20K high in March 2021. The notoriously bullish VC investor is waiting for bitcoin to continue its parabolic uptrend as he notes his tenfold profits. At TNW2019, Francis Pouliot, CEO and co-founder of BullBitcoin, gave a technical overview of the Bitcoin network, focusing on how it works, and what it's...",0.6369,0.053,0.025,0.922
1,2019-05-11 10:00:00,"Bitcoin, the world's largest cryptocurrency by market capitalization, surged up to 53 percent in a much-needed bullish recovery session. Electronics company HTC has announced that it is launching a smartphone to bring crypto and blockchain technology to a wider audience in Q3 2019. Since our last markets update, the entire cryptoconomy has gained close to $33 billion in value and over the last day produced $81 billion in global trades. About 150 cryptocurrency hedge funds, which together manage assets of $1bn, survived the volatility in the bitcoin market that saw the price of the most... How do you scale a blockchain so that it can process hundreds or even thousands of transactions per second – but without compromising on decentralization? Satoshi's Treasure has attracted enough sponsorship to continue making crypto-centric games even after someone wins this initial prize. When I went to sleep last night, Bitcoin was doing well. It had crossed over the significant support level of $6,000 and was moving along nicely at around... HTC is doubling down on its blockchain phone idea. The company has announced a new blockchain phone called the Exodus 1s. Compared to its predecessor,... As Bitcoin surges past $6800, the cryptocurrency is currently trading at $6846 and the total crypto market cap has rushed past the $200 billion line. In a surprise announcement, HTC reveals its next smartphone will be able to run a full bitcoin node.",0.9881,0.152,0.0,0.848
2,2019-05-12 10:00:00,"Bitcoin went absolutely parabolic over the weekend! After topping out at $7500, traders are now wondering what is next. Bitcoin Price: Market Overview... Bitcoin's price rose above $7500 on most exchanges for the first time today in over 9 months marking a resurgence of the crypto bull market. As Bitcoin enjoys a record week of price rises, we look at the profitability of mining Bitcoin now the prices has surpassed $7,000. Cryptocurrency users were celebrating fresh rumors about a major adoption push this week after hints suggested eBay might accept Bitcoin and altcoins. While the US dollar remains trapped in a brutal 100-year downtrend, the Bitcoin price has surged 8.5 million percent in less than a decade. The bitcoin rally has accelerated to $7,355 on Coinbase representing a 14% gain in the past 24 hours, although has slipped back to $7,096 at the time of... The United States coffeehouse chain Starbucks is one of the most mainstream companies to look into crypto, and its intentions have finally been confirmed... Bitcoin's latest rally could turn into a mega one as another bull claims that the price of the digital currency could run into six figures. Crypto meets techno with BCH-inspired music and discussion of the aftermath of the Binance security breach. In addition to learning about the latest. Today, bitcoin is so precious that its hodlers are prone to locking their keys away inside nuclear bunkers, bank vaults, and military grade hardware.",0.9592,0.107,0.029,0.863
3,2019-05-13 10:00:00,"Goldman Sachs economists believe the trade war between the USA and China will continue into next year. The disruption may benefit Bitcoin. The crypto market cap surged above $225.0B, bitcoin (BTC) broke $8000, and ripple climbed 15%. Ethereum (ETH), litecoin (LTC), BCH, EOS, tron (TRX),... Whole Foods, Nordstrom, and Crate & Barrel can now accept bitcoin and other forms of cryptocurrency at their retail stores. Bitcoin and other cryptocurrencies are now being accepted by big-name retailers like Crate&Barrel, GameStop, and Amazon-owned Whole Foods. Bitcoin was the creation of a programmer and drug lord who wanted to launder money, and Craig Wright is trying to steal his private keys. Bitcoin Creator... When considering Bitcoin dominance in terms of market cap and trading volume, spare a thought for the poor miners. The miners of other altcoins, that is,... Bitcoin finished the week at $6975, up a staggering 22 percent. With the market echoing the parabolic moves of late 2017, let's take a closer look at the... Looking for a detailed Bitcoin Future Review? In this article, you will learn everything you need to know so that you can decide if Bitcoin Future is a Scam... Blockchain developers are wrestling with complex issues. Their solutions aren't perfect, but they can lead us to rethink our code and systems. Bitcoin just broke through $8000. Is it on its way back to $20000?",-0.7851,0.049,0.069,0.882
4,2019-05-14 10:00:00,"Kevin O'Leary has stated that Bitcoin is ""garbage"" , a ""digital game"", and ultimately, ""worthless"". The Shark Tank investor attacked Bitcoin and the rest. The bitcoin price on Tuesday clocked a new 2019 high of $8350 on Coinbase, its highest since July 2018. The surge came as a part of an extended bullish. Russell Okung's Bitcoin epiphany and Matt Barkley's mining revelation have started a groundswell of interest across the NFL. More and more players want... The victim of a SIM swapping attack that cost him $23.8 million in crypto has won a record-breaking judgment of $75.8 million against one of the hackers. Pyrofex Corporation Research Mathematician Derek Sorenson tells Proactive Investors what is suddenly propelling the Bitcoin surge. Nearly three weeks ago, a mysterious website and Twitter feed appeared, promising a 'live reveal' of Bitcoin-creator Satoshi Nakamoto's identity. As the. Long-term fundamentals, as well as medium-term monetary policies, all contribute to a bullish environment for bitcoin, this according to Max Keiser,... Anthony Pompliano, founder and partner at Morgan Creek Digital Assets, joins ""Squawk Box"" along with Shark Tank's Kevin O'Leary to discuss the latest surge... Shark Tank's Kevin O'Leary discusses some of his thoughts of the cryptocurrency Bitcoin. RIF Labs, which built the RSK sidechain for tokens and smart contracts on top of bitcoin, has launched a ""third layer"" to help scale this technology.",0.926,0.106,0.035,0.859
5,2019-05-15 10:00:00,"A bitcoin stock listed on the London Stock Exchange has soared by 300 percent to hit its 11-month high. What's driving it up? Find out... As the leading crypto by market cap dusts itself off and picks itself up following an 85% fall over the last two years, bullish sentiment and exuberance. The moment all crypto investors have been waiting for may finally be upon us: Bitcoin is about to enter a new bull market. And while market participants. 4 percent of Americans chose Bitcoin and other cryptocurrencies as the best long term investment option, according to a recent SSRS study. Litecoin price analysis shows LTC has reignited the fever shared amongst its crypto compatriots and rallied to a new 2019 high above $100. At the current Bitcoin rates, one Satoshi is worth more than one unit of the Iranian Rial, the Vietnamese Dong, and the Indonesian Rupiah. Olá traders! O Bitcoin não paaaara, vem subindo fortíssimo desde que rompeu a resistência nos US$ 4.000, o que aguardar agora, vender, comprar ou ficar de... Adam Back, inventor of the hashcash protocol which is used by Bitcoin, sits down with us to discuss Bitcoins strengths & weaknesses, and his vision for... Aisay Nahi Chalay Ga With Fiza Akbar Khan | Waqar Zaka | Bitcoin Cryptocurrency | Full EP |15th May#Bitcoin #WaqarZaka #DrFizaAkbarKhanBOL News is... Remember to subscribe to our Youtube channel and hit the bell "" "" icon to get...",0.8748,0.057,0.011,0.932
6,2019-05-16 10:00:00,"For years, cryptocurrency mining has proven to be a fairly successful business venture, even with the large number of people interested. Crypto markets in massive correction; XRP, Stellar, Cardano, Bitcoin Cash, BSV and Tron getting smashed. Market Wrap A crypto correction has been on the... The crypto winter is over, and BTC is on the rise again, meaning many people are scrambling to get their hands on the coin before it skyrockets. May.16 -- Barry Silbert, Digital Currency Group founder and chief executive officer, discusses what's behind the revival of Bitcoin with Bloomberg's Joe... Bitcoin price analysis shows that BTC has broken bearish through the psychological $8000 level over the last 24 hours. In the early days of cryptocurrency, one man decided to trade his bitcoin for pizza. It was a historic event, but not such a great investment. Altcoins have been staging a significant rally against Bitcoin in the past couple of days. However, BTC may not be done with its own rally. Ethereum, Litecoin, and EOS are following the footsteps of bitcoin's unbelievable run over the last few days. The crypto bear market is coming to an end. The 21st-century revolutionaries who have dominated cryptocurrencies are having to move over. Mainstream financial institutions are adopting these assets... With Bitcoin's price running out of steam, it has given opportunity to the likes of Ethereum and Stellar to rise by big margins in the last 24 hours.",0.8275,0.07,0.026,0.904
7,2019-05-17 10:00:00,"Glen Goodman, former ITV News Business correspondent and now author of, ""The Crypto Trader"", talks about Bitcoin's ATH, Alt Season & the dangers of... This video will give you instructions on how to start and complete a Bitcoin transaction at one of our https://www.cash2bitcoin.com kiosks. Newport Beach, Calif., May 16, 2019 (GLOBE NEWSWIRE) -- DPW Holdings, Inc. (NYSE American: DPW), a diversified holding company (“DPW” or the “Company”)... Two teams reportedly denied to pay the Buffalo Bills' backup in $BTC. The crypto correction that everyone has been waiting for has finally kicked in today. Markets are a sea of red and Bitcoin tumbles ten percent and altcoins... Learn how to Set up the Antminer S9, the most basic potentially profitable bitcoin mining equipment. A fiendishly tricky puzzle that has baffled cryptographers for two decades has been solved, and the proof preserved on the BCH and BTC blockchains. The. A single large bitcoin (BTC-USD) sale crashed the price of the cryptocurrency by over 10% on Friday. Bitcoin fell from around $7,726 to $6,777 at around 4am... Bitfinex will list its LEO exchange token on Monday, trading against bitcoin, ether, EOS, tether and the U.S. dollar. Sudden and significant changes in the cryptocurrency markets are a common occurrence. Under such choppy conditions, you might want to try an automated...",-0.1868,0.038,0.041,0.92
8,2019-05-18 10:00:00,"The crypto market cap is currently holding a crucial support, with range moves in bitcoin (BTC) and Ethereum (ETH). Altcoins such as LTC, ripple, bitcoin... Bitcoin price is up more than 10% after a strong downside correction against the US Dollar. BTC is now eying further upsides and it could even test the... Glen Goodman, author of, ""The Crypto Trader"", discusses Bitcoin and the significance of a Golden Cross plus covers Blockchain and Cryptocurrency news. 60 Minutes America is about to thrust Bitcoin into the mainstream spotlight with its first ever story about the digital currency. Millions of cryptocurrency investors have been scammed out of massive sums of real money. In 2018, losses from cryptocurrency-related crimes amounted to... Despite incurring a massive amount of buying pressure over the past several weeks that helped push the price of Bitcoin to fresh year-to-date highs around... The Chief Strategy Officer (CSO) of Blockstream Samson Mow has expressed in a television interview that Blockstream can prevent Bitcoin split. The vibe at a gathering this week for blockchain enthusiasts felt decidedly less exuberant than its predecessor a year ago after dizzying swings in bitcoin. Bitcoin is an amazing form of money and the technology Satoshi created has incredible potential. However, most people don't realize that the blockchain not... The mining industry is slowly getting back on its feet after Bitcoin reached its highest price in nine months.",0.9431,0.102,0.028,0.87
9,2019-05-19 10:00:00,"The crypto market cap is gaining momentum, with positive moves in bitcoin (BTC) and Ethereum (ETH). Besides, BCH, stellar (XLM), ADA, EOS, ripple,... A hacker has revealed how he stole more than half a million dollars in cryptocurrency using a surprisingly simple technique. Bitcoin price broke out of a bottom consolidation overnight, jumping 11%, reclaiming the $8k handle ahead of the weekly close. We take a look at the. The bitcoin flash crash may have terrified investors, but the historical volatility of BTC has been instrumental in its growing popularity. Microsoft, one of the world's largest software makers by revenue, is currently on a blockchain streak. This time, Microsoft presented a vast... I used to blog about blockchain and cryptocurrency almost every day. I stopped as it got too hyped, scammed and boring. The word ""blockchain"" isn't used in the bitcoin white paper, the document that started it all. So, how did the term take off as a buzzword? Bitcoin has proven to be a store-of-value in Argentina where you would have been better off buying BTC at its peak rather than hold the peso. Figures published by bitcoin core developer Luke Dashjr show that more than half of the full nodes in the bitcoin network are still running client software... Bitcoin volatility is both a gift and a curse. It attracts speculators who hanker for short-term profits, and scares long-term investors.",0.844,0.109,0.076,0.815
